0	2	3	20
0	2	44	20
0	3	43	20
0	3	34	40
0	3	12	20
0	4	5	140
0	4	22	40
0	5	31	20
0	6	7	40
0	6	26	40
0	6	49	20
0	6	36	20
0	7	16	20
0	7	49	20
0	7	44	20
0	8	9	20
0	8	20	20
0	8	23	20
0	8	34	20
0	9	10	20
0	12	13	20
0	12	28	40
0	12	23	20
0	12	18	20
0	12	41	20
0	13	47	20
0	13	18	20
0	13	14	20
0	14	15	40
0	14	16	20
0	14	17	40
0	14	21	20
0	14	29	20
0	14	33	20
0	14	11	20
0	14	20	20
0	15	17	20
0	17	21	20
0	17	33	20
0	17	37	20
0	21	35	20
0	21	29	20
0	21	34	20
0	21	37	20
0	21	42	20
0	23	1	20
0	24	25	20
0	26	18	20
0	26	36	20
0	18	27	20
0	18	41	20
0	18	0	20
0	28	35	20
0	28	33	20
0	29	33	40
0	33	40	20
0	33	37	40
0	35	0	20
0	35	50	20
0	37	38	20
0	39	40	20
0	39	11	20
0	40	34	20
0	40	53	20
0	11	42	20
0	0	1	40
0	43	44	20
0	43	36	20
0	43	45	20
0	36	46	20
0	47	48	20
0	51	52	20
1	6	18	60
1	6	25	60
1	6	12	20
1	6	14	20
1	6	47	40
1	6	26	40
1	6	44	20
1	6	19	20
1	6	7	20
1	6	23	20
1	6	49	20
1	18	54	20
1	18	39	40
1	18	57	20
1	18	19	20
1	18	12	20
1	14	35	20
1	14	8	20
1	14	34	20
1	14	37	20
1	14	54	20
1	14	9	20
1	14	25	20
1	14	33	20
1	14	49	20
1	14	55	20
1	35	8	20
1	35	20	40
1	35	28	20
1	44	21	20
1	44	45	20
1	44	42	40
1	44	2	20
1	44	28	20
1	44	41	40
1	44	23	20
1	21	19	20
1	21	29	40
1	21	1	20
1	21	41	20
1	21	23	20
1	21	34	20
1	54	25	20
1	54	57	20
1	54	20	20
1	54	39	20
1	25	24	20
1	25	48	20
1	25	8	20
1	25	53	20
1	25	2	20
1	25	7	20
1	25	49	20
1	25	1	20
1	8	1	20
1	8	29	20
1	8	10	20
1	8	37	20
1	8	43	20
1	8	40	20
1	1	34	20
1	1	57	20
1	48	45	20
1	48	33	20
1	48	23	20
1	48	11	20
1	48	57	20
1	48	7	20
1	48	47	20
1	48	42	20
1	45	43	20
1	45	38	20
1	45	70	20
1	45	12	20
1	33	15	20
1	33	36	20
1	33	17	20
1	33	23	20
1	33	29	40
1	33	20	20
1	33	39	20
1	39	11	20
1	39	0	20
1	39	19	20
1	39	71	20
1	12	27	40
1	16	29	20
1	29	20	20
1	29	17	20
1	24	3	20
1	24	17	20
1	24	43	20
1	24	2	20
1	4	5	20
1	4	75	20
1	4	78	20
1	5	67	20
1	34	37	40
1	34	13	20
1	34	3	20
1	34	19	20
1	34	70	20
1	51	52	20
1	51	58	20
1	52	32	20
1	52	73	20
1	52	74	20
1	57	49	20
1	57	26	20
1	57	9	20
1	49	7	20
1	49	26	20
1	23	41	20
1	23	40	20
1	23	20	20
1	23	13	20
1	23	43	20
1	23	70	20
1	19	40	20
1	47	9	20
1	47	41	20
1	47	55	20
1	47	70	20
1	9	43	20
1	9	2	20
1	41	42	20
1	41	40	20
1	58	59	20
1	36	70	40
1	13	26	20
1	43	42	20
1	43	26	20
1	42	26	20
1	42	20	20
1	22	60	20
1	22	72	20
1	61	62	20
1	0	20	20
1	65	66	20
1	32	75	20
1	68	69	20
1	68	72	80
1	69	63	20
1	7	27	20
1	7	26	20
1	27	2	20
1	27	53	20
1	20	70	20
1	20	40	20
1	20	50	20
1	20	71	20
1	40	28	20
1	3	2	20
1	2	50	20
1	70	50	20
1	70	46	20
1	73	76	20
1	75	78	20
1	67	77	20
2	7	44	20
2	7	6	40
2	7	16	20
2	7	13	20
2	7	26	20
2	7	48	20
2	7	49	40
2	7	10	20
2	7	11	20
2	7	41	20
2	7	54	20
2	44	9	80
2	44	45	40
2	44	41	60
2	44	39	20
2	44	57	20
2	44	13	20
2	44	25	20
2	44	12	40
2	44	50	40
2	44	53	20
2	44	43	20
2	9	10	20
2	9	14	20
2	9	33	20
2	9	23	20
2	9	11	40
2	9	54	20
2	9	0	20
2	31	67	20
2	31	75	60
2	31	4	20
2	67	65	20
2	67	5	40
2	74	61	20
2	61	63	20
2	45	24	40
2	45	23	20
2	45	25	40
2	45	53	40
2	45	8	20
2	24	21	20
2	24	39	20
2	24	23	20
2	24	41	20
2	24	42	20
2	24	6	20
2	24	43	20
2	6	26	20
2	6	12	20
2	6	49	60
2	6	54	20
2	6	16	20
2	6	70	20
2	6	46	20
2	6	21	20
2	6	14	20
2	26	10	40
2	26	71	20
2	26	18	20
2	26	14	20
2	26	34	40
2	21	1	20
2	21	23	20
2	21	37	40
2	21	48	20
2	21	13	20
2	21	25	40
2	21	54	40
2	21	14	20
2	21	70	20
2	21	50	20
2	21	15	20
2	18	19	20
2	18	0	20
2	18	35	20
2	18	23	20
2	18	8	20
2	19	37	20
2	19	20	20
2	19	11	20
2	19	40	20
2	19	48	20
2	19	36	20
2	19	29	20
2	19	49	20
2	1	14	40
2	1	41	20
2	1	16	20
2	1	40	20
2	1	0	20
2	14	29	20
2	14	23	20
2	14	57	20
2	14	16	20
2	14	8	20
2	14	35	20
2	14	20	20
2	14	40	20
2	14	11	20
2	14	37	40
2	14	2	20
2	14	15	20
2	14	33	20
2	39	0	20
2	39	27	20
2	39	20	20
2	0	48	20
2	0	2	20
2	0	11	20
2	0	23	20
2	0	50	20
2	0	53	20
2	0	15	20
2	0	56	20
2	0	43	20
2	10	17	20
2	10	49	20
2	10	20	20
2	10	33	20
2	10	29	20
2	10	34	20
2	20	47	20
2	20	25	20
2	20	29	20
2	20	17	20
2	20	11	20
2	20	80	20
2	41	13	20
2	41	57	40
2	41	25	20
2	41	12	20
2	41	70	20
2	41	50	20
2	41	17	20
2	41	34	20
2	41	35	20
2	13	46	20
2	13	53	20
2	13	11	20
2	13	54	20
2	17	29	20
2	17	33	40
2	75	4	40
2	75	32	20
2	29	34	20
2	29	70	20
2	29	8	40
2	29	56	20
2	29	23	20
2	29	35	20
